Song,Nation,Year,BPM,PhSp,ChCo,Peak
Animation - Rapid Access,Germany,1994,139.6748310810811,0.0525,0.958507742952226,-5.187452778009762
Animation - Wide Scan,Germany,1994,135.99917763157896,0.03,0.9466455835626493,-10.5074730318426
Anti Time - Dream Baby (Original Version),Germany,1991,123.046875,0.0525,0.8115143215933762,-5.01453073248746
Anti Time - Free Recipe (Free Money Free Love),Germany,1991,117.0,0.04,0.8329768759706097,-7.921901073265831
Aqualite - Outback (Misantrophic Mix),Germany,1994,156.0,0.0275,0.8790996315020615,-11.517679184979267
Aqualite - Outback (Philantrophic Mix),Germany,1994,151.99908088235293,0.055,0.7491894533553484,-4.9127112593625615
Aqualite - What Is Love,Germany,1994,156.0,0.0525,0.8527190669763679,-5.30228574898159
Arena - Fly Away (Club Mix),Germany,1994,135.99917763157896,0.0675,0.7218422478344213,-2.9354527988897905
Arena - Fly Away (Harmony Mix),Germany,1994,143.5546875,0.0325,0.6788976749510204,-9.560038409785518
Arena - Fly Away (Skacid Version),Germany,1994,135.99917763157896,0.1,0.9112520545276106,0.0
Ariana - I Think Of You,Germany,1994,147.65625,0.065,0.9174096921582476,-3.2099357749432347
Arpeggiators - Discover Your Innerself (Norman Mix),Germany,1994,160.0,0.0575,0.5406718489672253,-4.663160750986986
Arpeggiators - Express Yourself (Norman Mix),Germany,1994,147.65625,0.0625,0.8760969921814514,-3.430787722766037
Arpeggiators - Freedom Of Expression,Germany,1992,147.65625,0.035,0.898854020880518,-7.82069172211277
Arpeggiators - Freedom Of Expression (Braincell Mix),Germany,1994,138.0,0.0325,0.9358275349141748,-9.747135011127977
Arpeggiators - Helter Skelter,Germany,1992,132.51201923076923,0.0925,0.8314532896632747,-0.0438474196142517
Arpeggiators - Trancemission,Germany,1992,151.99908088235293,0.0425,0.9107816329770659,-6.464991188506646
Arpeggiators - X-plain The Un-x-plained (Resistance D Mix),Germany,1994,156.60511363636363,0.0825,0.8963251480003356,-0.7693245733197848
Art Academy - Energie,Germany,1990,123.046875,0.04,0.972159273465446,-7.849616811319418
Art Academy - The banker,Germany,1990,120.18531976744184,0.0275,0.8053990294788343,-11.02296619336312
Art Academy - The Banker (HWSK Mix),Germany,1990,120.18531976744184,0.0275,0.9354151579329414,-11.552359753436106
Arte Bionico - Bionico,Germany,1994,162.0,0.0625,0.8522142335596734,-3.814709167980991
Arte Bionico - Neon Jungle,Germany,1994,139.0,0.0575,0.7956351260841947,-4.6891765219250345
Arte Bionico - Voyage Bionico,Germany,1994,164.0,0.05,0.6922105521918257,-5.911023934070678
Arte Bionico - Voyager,Germany,1994,139.6748310810811,0.06,0.8233571334970193,-3.9137165124154656
Ascorbin Acid - Last Sunset,Germany,1994,143.5546875,0.0375,0.9342361858454958,-8.122153306434893
Ascorbin Acid - Mirror Image,Germany,1994,143.5546875,0.0625,0.9936171622756323,-3.719628434871213
Ascorbin Acid - Sweet Liberty,Germany,1994,139.6748310810811,0.0575,0.8962270196753204,-4.5809921679493915
Assi - Fred Gabberstein Loves Wilma (Barney´s Knusperbeat Mix),Germany,1994,169.44159836065575,0.06,0.9542959971888951,-4.196383189884791
Assi - Fred Gabberstein Loves Wilma (Komakino Mix),Germany,1994,175.1853813559322,0.045,0.7832226110500082,-6.820929647345903
Assi - Fred Gabberstein Loves Wilma (Slutty Nutty Mix),Germany,1994,179.0,0.065,0.9453744147921852,-3.849942718272472
Astral Zone - Fast Access,Germany,1994,114.84375,0.0275,0.653947742641267,-11.445165976438963
Atom Heart - I See More Than You Do,Germany,1994,132.51201923076923,0.0525,0.7116450265322853,-5.173417130789694
Atom Heart - Lightfast,Germany,1994,75.0,0.02,0.5988792932776927,-14.737922759772763
Atom Heart - Milagro,Germany,1994,124.0,0.0375,0.8138697730092455,-8.668850989569304
Atom Heart - Motherboard,Germany,1994,107.666015625,0.0475,0.891339542485256,-6.346890975742419
Atom Heart - Rainecho,Germany,1994,130.0,0.0125,0.69073073686449,-19.505708337806226
Atom Heart - Spadix,Germany,1994,131.0,0.0275,0.8751784971477143,-11.357383713107907
Atropin Project - No More,Germany,1994,160.0,0.035,0.8886708236570626,-9.405291344412625
Attesa. - World In Motion (Extended Club Mix),Germany,1993,135.99917763157896,0.095,0.9833302449388563,-0.5658068091681885
Attesa. - World In Motion (Finalmente Mix),Germany,1993,135.99917763157896,0.055,0.8840740999995542,-5.260720528553681
Attesa. - World In Motion (Pip Mix),Germany,1993,132.51201923076923,0.0725,0.9157559756571266,-2.7502106772373303
AudioSex - D. 10-30,Germany,1992,132.0,0.05,0.9007850656470124,-5.832162202782558
AudioSex - Happy Acid (Resonance Mix),Germany,1992,132.0,0.05,0.929345166982383,-5.9692534156773664
AudioSex - Happy Acid (Slide Mix),Germany,1992,132.0,0.04,0.8614505173306687,-7.545081335530787
Audiosex - Hardcore Acid E.P. Vol. 2 (A1),Germany,1992,151.99908088235293,0.085,0.9829944735968928,-1.0234470310357893
Audiosex - Hardcore Acid E.P. Vol. 2 (A2),Germany,1992,139.6748310810811,0.055,0.9142544625635448,-4.724495896990723
Audiosex - Hardcore Acid E.P. Vol. 2 (B2),Germany,1992,126.04801829268293,0.0325,0.9656856424908992,-9.891409440526676
AudioSex - The Acid Flash,Germany,1992,133.0,0.0475,0.7887057449262864,-6.340532349232506
Aural Traxx - 36 Ophiuchi B,Germany,1994,135.99917763157896,0.0575,0.9009240089173796,-4.227378109995928
Aural Traxx - Brainworm,Germany,1994,140.0,0.0475,0.8430376798279235,-5.986300481551329
Aural Traxx - Phase 03a,Germany,1994,126.0,0.02,0.942326878116886,-13.978594940993704
Aural Traxx - Procyon,Germany,1994,132.51201923076923,0.065,0.9621818408925056,-3.4606630679101755
Avalon - Cutt Off,Germany,1994,161.4990234375,0.0225,0.2508639953708322,-13.215166631095034
Avalon - Inner Reflection,Germany,1994,91.0,0.025,0.5846225944663614,-11.900965995962707
Avenue - Mi Amore,Germany,1987,112.34714673913044,0.0625,0.4142042392121846,-3.559015138042308
Avionique - Die Schallmauer (March I),Germany,1992,126.04801829268293,0.0325,0.568377849752308,-9.97176957234209
Avionique - Die Schallmauer (March II),Germany,1992,126.04801829268293,0.04,0.8559786056564718,-7.423886828163706
AWeX - Darkside,Germany,1994,138.0,0.05,0.9833034331768312,-5.374596650994791
AWeX - It's Our Future,Germany,1994,139.6748310810811,0.055,0.8898984528186473,-4.70426250700057
Azid Force - Amanita Muscaria,Germany,1994,143.5546875,0.0775,0.98166527224596,-1.770969437561098
Azid Force - Brain Killer,Germany,1993,156.60511363636363,0.075,0.9257923376733458,-2.6314177238212397
Azid Force - Breakattack,Germany,1993,160.0,0.0525,0.939589368472865,-5.378042344357942
Azid Force - Far From E,Germany,1993,154.0,0.0775,0.964316354452576,-1.5965700916971928
Azid Force - Stropharia Cubensis,Germany,1994,147.0,0.0425,0.9672406480821047,-6.809205710447818
Azid Force - Theonanacati,Germany,1994,132.51201923076923,0.07,0.9073586764683248,-2.4659677996178933
Azimuth - Dermatronic,Germany,1994,154.267723880597,0.0375,0.9829439684719948,-8.957646165117355
Azimuth - Saigon,Germany,1994,151.99908088235293,0.0325,0.9886117131626618,-9.733811029218664
Azimuth - Structure,Germany,1994,156.0,0.065,0.9574644587650044,-3.4894143671216504
B Movement - Flowmotion,Germany,1992,139.6748310810811,0.0675,0.9540720673649473,-3.019855126532688
B Movement - Godess Of Love,Germany,1992,134.0,0.0475,0.9295908576544021,-6.4455536154286595
B Movement - Six Stages,Germany,1992,126.04801829268293,0.045,0.9162804753530158,-6.62532152561269
B-Flame - Some Get Saved,Germany,1994,147.65625,0.0375,0.9723445448123547,-8.198795030510418
B-Flame - Some Get Saved (Base Mix),Germany,1994,147.65625,0.035,0.9704326081415523,-8.846000613186012
B-Flame - Tochluaney,Germany,1994,161.4990234375,0.045,0.9073146763728785,-6.927271549453903
B. Movement - Natural elements,Germany,1991,126.04801829268293,0.0475,0.9121259161650626,-6.054861730805672
B.G. The Prince of Rap - Can we get enough,Germany,1994,126.0,0.04,0.8279896585307045,-7.700029710059756
B.G. The Prince of Rap - Can we get enough (Remix),Germany,1994,132.51201923076923,0.04,0.828401914207275,-7.642669915970103
B.G. The Prince Of Rap - Can We Get Enough (The Remix),Germany,1993,135.99917763157896,0.055,0.8153746575319675,-4.876347949451904
B.G. The Prince of Rap - Can't love you,Germany,1994,135.99917763157896,0.04,0.742865632270269,-8.163571120287747
B.G. The Prince of Rap - Colour of my dreams,Germany,1994,135.99917763157896,0.0425,0.7736241294536995,-7.391239696520549
B.G. The Prince of Rap - Give me the music,Germany,1991,118.0,0.0375,0.7403623069042535,-8.270933954955643
B.G. The Prince of Rap - Give me the music (Album version),Germany,1991,117.0,0.0575,0.617178286801938,-4.603577550139071
B.G. The Prince of Rap - Give me the music (Dance devotion mix),Germany,1991,118.0,0.0425,0.8303084034794967,-7.276490464118837
B.G. The Prince of Rap - Giveme the music (Club devotion mix),Germany,1991,118.0,0.0375,0.7213066327735661,-8.202253815405376
B.G. The Prince of Rap - I'm real,Germany,1991,120.18531976744184,0.0375,0.9192855385617896,-8.430614239831854
B.G. The Prince of Rap - Miles away,Germany,1994,129.0,0.035,0.7513993631693879,-8.798902041222865
B.G. The Prince of Rap - Move to love,Germany,1991,112.0,0.0425,0.7933005149455099,-7.497053034933363
B.G. The Prince of Rap - Rap to the world,Germany,1991,123.046875,0.0375,0.861046284610832,-8.149983803473777
B.G. The Prince of Rap - Rock a bit,Germany,1994,143.5546875,0.035,0.7129099282473007,-8.748962580015272
B.G. The Prince of Rap - Round and round,Germany,1994,135.99917763157896,0.0375,0.6092604311340337,-8.281589570384227
B.G. The Prince of Rap - Take control of the party,Germany,1991,120.18531976744184,0.035,0.7443478816800224,-8.851309896630138
B.G. the Prince of Rap - The colour of my dreams (Dreamedia-mix),Germany,1994,135.99917763157896,0.0425,0.7582004259231757,-7.290490389022126
B.G. The Prince of Rap - The dancer,Germany,1994,132.51201923076923,0.0425,0.7858582309806368,-6.902531981727955
B.G. The Prince of Rap - The power of rhythm,Germany,1991,106.0,0.045,0.5893498946688215,-6.677751084058233
B.G. The Prince of Rap - This beat is hot,Germany,1991,90.0,0.035,0.6584575715672799,-9.003026131300668
B.G. The Prince of Rap - This beat is hot (Hard'n'Heavy edit),Germany,1991,112.0,0.0375,0.900289123096066,-8.553912285533022
B.G. The Prince Of Rap - This Beat Is Hot (Ultimix),Germany,1992,112.0,0.045,0.8332682314300808,-6.790069316598291
B.G. The Prince of Rap - Walk over the rainbow,Germany,1994,132.51201923076923,0.0275,0.5834488967972054,-11.360440113256317
B.G. The Prince of Rap - Wanna be free,Germany,1994,132.51201923076923,0.0375,0.9411430236965256,-8.310405125777482
B.G. The Prince of Rap - What 'cha gotta do is dance,Germany,1991,120.18531976744184,0.0475,0.8538029151120289,-6.522795552339256
B.O.D.Y. - Who's The Man (B-Mix),Germany,1994,135.99917763157896,0.0425,0.8393368625620297,-7.37288142345985
B.O.D.Y. - Who's The Man (Maxi Version),Germany,1994,135.99917763157896,0.035,0.9008014107626638,-9.029203764229493
B.O.D.Y. - Who's The Man (Square Root Mix),Germany,1994,135.99917763157896,0.0575,0.8286479035676478,-4.706540773148206
Bad Blood - Ego,Germany,1994,147.65625,0.0675,0.8382383812039702,-3.1528170550693173
Bad Blood - Give Me A Reason,Germany,1994,151.99908088235293,0.0775,0.868249233714227,-1.6962119759012573
Bad Boys Blue - Hungry For Love (Hot-House Sex Mix),Germany,1989,126.04801829268293,0.055,0.8090079522275382,-4.682870638516182
Baphomet - Exiter,Germany,1993,139.6748310810811,0.0325,0.985724148857259,-9.23187833808291
Baphomet - Reconcile,Germany,1993,136.0,0.0325,0.9939718130806604,-9.76971174221586
Baphomet - The Force,Germany,1993,147.65625,0.06,0.9833647616186771,-3.6195217098848307
Barbarella - Barbarella (The Secret Chamber Of Dreams),Germany,1992,129.19921875,0.0475,0.9068584226328,-6.117421973757859
Barbarella - Barbarella 2000,Germany,1992,139.6748310810811,0.0325,0.9763068459190096,-9.808664907654556
Barbarella - Barbarella 4 (The Future),Germany,1992,136.0,0.0275,0.8604216724306196,-11.26683684878072
Barbarella - Barbarella Butterfly,Germany,1992,132.51201923076923,0.0275,0.9672077684729612,-10.961267258549654
Barbarella - Barbarella I,Germany,1992,135.99917763157896,0.03,0.9601508135534658,-9.904184786904043
Barbarella - Barbarella II,Germany,1992,129.19921875,0.035,0.913765044125509,-9.251393477233119
Barbarella - My Name Is Barbarella,Germany,1992,135.99917763157896,0.0275,0.9104978237609842,-10.086051483678409
Barbarella - The Future,Germany,1992,135.99917763157896,0.025,0.8964895903494988,-11.714505092660936
Barbarella - The Mission,Germany,1992,132.51201923076923,0.0275,0.8004236126679899,-10.857779293902668
Barbarella - The Secret Chamber Of Dreams,Germany,1992,129.19921875,0.0275,0.8848463115558483,-11.095152672765378
Barbarella - The Spaceship,Germany,1992,143.5546875,0.0425,0.9281280372753787,-6.893206969382673
Bas Molendyk - Extension,Germany,1994,147.65625,0.0425,0.9802094872675334,-6.758580381916561
Bas Molendyk - Just Married,Germany,1994,110.0,0.045,0.5555556689081793,-6.464063283531155
Bas Molendyk - Wicked,Germany,1994,151.99908088235293,0.075,0.8775725143960177,-2.334141088685637
Base Scan - Disco D. (German Dub-Mix),Germany,1991,123.046875,0.0275,0.8813379149364444,-11.772038183515196
Base Scan - Disco D. (German Wave-Mix),Germany,1991,123.046875,0.03,0.906473505394986,-10.604339313041834
Base Scan - I Feel Good (Housemix),Germany,1991,123.046875,0.035,0.928026310373514,-8.623630061318758
Basic Energy - (Tribute To The) House Nation (Basic Mix),Germany,1992,132.51201923076923,0.0875,0.9340544438036438,-0.9037297598927896
Basic Energy - (Tribute To The) House Nation (Orion Mix),Germany,1992,129.19921875,0.04,0.808651765611272,-7.601221131713682
Basic Energy - Gimme A White Line,Germany,1992,142.0,0.0425,0.9590463543162168,-6.885004363185922
Basic Gravity - Esoteric,Germany,1994,139.6748310810811,0.0625,0.8941170232095592,-3.4652459548056713
Basic Gravity - Northern Light,Germany,1994,150.0,0.0475,0.891137256131503,-6.389628059653468
Basicly Sonic - Let's Go To The Playground (Extended Version),Germany,1994,132.51201923076923,0.05,0.9230738826890801,-5.576490363014604
Bass Bumpers - Can't stand still,Germany,1991,123.046875,0.0525,0.9538584265829811,-5.552830975295588
Bass Bumpers - Can't stop moving around,Germany,1991,123.046875,0.0375,0.9617371018360078,-8.506529177504941
Bass Bumpers - Don't fight the feeling,Germany,1991,126.04801829268293,0.0275,0.9562850269028764,-11.05423345019189
Bass Bumpers - Get The Big Bass (Punch Mix),Germany,1992,123.046875,0.0375,0.7336427214199259,-8.406309360397621
Bass Bumpers - Give yourself to me,Germany,1991,126.04801829268293,0.0375,0.9509522128979572,-8.472078482513005
Bass Bumpers - Good Fun (12'' Power Mix),Germany,1994,150.0,0.045,0.7282049601617742,-6.854022095951904
Bass Bumpers - Good Fun (Damage Control Mix),Germany,1994,151.99908088235293,0.04,0.8072134935889466,-7.812456217722053
Bass Bumpers - Good Fun (Hard Attack Mix),Germany,1994,161.4990234375,0.05,0.8969207366083567,-5.657716253504187
Bass Bumpers - Good Fun (Peter Parker Mix),Germany,1994,132.51201923076923,0.05,0.91617801447699,-5.986208687131491
Bass Bumpers - Move to the rhythm,Germany,1991,126.04801829268293,0.0375,0.9653556881448659,-8.125419773152199
Bass Bumpers - Move To The Rhythm (THK Remix),Germany,1992,129.19921875,0.0325,0.944650606560317,-9.60174010046358
Bass Bumpers - Move To The Rhythm (THK Remix),Germany,1993,129.0,0.04,0.821183196277355,-8.096656776552786
Bass Bumpers - Mystery,Germany,1991,96.0,0.03,0.8904035666160124,-10.41755142869923
Bass Bumpers - Runnin' (Carrot Radio Mix),Germany,1993,135.99917763157896,0.0475,0.8357236283628077,-6.149617742498306
Bass Bumpers - Runnin' (Marvellous Trance Mix),Germany,1993,139.6748310810811,0.05,0.6401025364065762,-5.313090932560727
Bass Bumpers - Runnin' (Tequila Club Mix),Germany,1993,135.99917763157896,0.0425,0.8570772551432504,-7.480607486312738
Bass Bumpers - The M.E.L.L.O.,Germany,1991,126.04801829268293,0.0375,0.975095841323112,-7.906858778961599
Bass Bumpers - The Music's Got Me (Charismatic Mix),Germany,1993,132.51201923076923,0.0425,0.8714448547031434,-7.475106917206872
Bass Bumpers - Touch me,Germany,1991,126.04801829268293,0.0375,0.9602139002141188,-8.291043819987788
Bass Bumpers feat. E.Mello & Felicia - The Music's Got Me,Germany,1991,129.19921875,0.0425,0.9158551442913105,-7.271126223186565
BassXPansion - Mind Crash,Germany,1991,123.046875,0.035,0.9635807337245726,-9.019852808112606
BassXPansion - Tranceformer (Holographic Dub),Germany,1991,126.04801829268293,0.045,0.9495581745367296,-7.132743735844834
BassXPansion - Tranceformer (Mental Cube Mix),Germany,1991,126.04801829268293,0.0325,0.9331622523952912,-10.043825393524026
Be Zet - Blue Illusion (Dusky Mix),Germany,1994,147.65625,0.03,0.7065507271507024,-9.709155191637407
Be Zet - Blue Illusion (Flat Horizon Mix),Germany,1994,127.0,0.035,0.7988815899407986,-9.194553369522838
Be Zet - Blue Illusion (Illuminate Mix),Germany,1994,143.5546875,0.035,0.7274080772425001,-8.931663893214953
Be Zet - Outerspace Girl,Germany,1993,161.4990234375,0.0325,0.7592261121010647,-9.768510492706737
Be Zet - Walk Now,Germany,1993,151.99908088235293,0.0275,0.7549435492419843,-11.103191903151313
Beat in Time - Dogflight,Germany,1990,123.046875,0.0475,0.9482690149738138,-6.172750935060387
Beat in Time - Is it not enough,Germany,1991,126.04801829268293,0.035,0.8930216438601846,-9.379485631721357
Beat in Time - Is it not enough (Dub mix),Germany,1991,126.04801829268293,0.0425,0.9453136962216,-7.079841842349559
Beat in Time - Make Some Noise,Germany,1991,126.04801829268293,0.035,0.8601145609266256,-9.362722382886592
Beat in Time - Opera One (Mix),Germany,1990,126.04801829268293,0.0325,0.9257678473829142,-9.726622640827816
Beat in Time - Rock Baby Rock,Germany,1990,120.18531976744184,0.05,0.9732017661357737,-5.593190060824184
Beat in Time - Studio,Germany,1991,126.04801829268293,0.055,0.8611786177442295,-5.032964553755997
Beat in Time - The Real Time (Kurz mix),Germany,1990,126.04801829268293,0.06,0.968986669056644,-4.29465080447457
Beat in Time - The Real Time (Remix),Germany,1990,126.04801829268293,0.04,0.9347564092797211,-7.597823486020236
Beat in Time - Time,Germany,1990,126.04801829268293,0.055,0.8611786177442295,-5.032964553755997
Beat In Time - Too Hot (Marimba Mix),Germany,1990,126.04801829268293,0.04,0.9819102116517716,-8.050199177512756
